SetID,Number,Variant,YearFrom,Category,Theme,ThemeGroup,Subtheme,SetName,Image,ImageFilename,USRetailPrice,UKRetailPrice,CARetailPrice,DERetailPrice,USDateAdded,USDateRemoved,Pieces,Minifigs,PackagingType,Availability,USItemNumber,EUItemNumber,EAN,UPC,Width,Height,Depth,Weight,AgeMin,AgeMax,OwnCount,WantCount,InstructionsCount,AdditionalImageCount,Released,Rating,BrickLinkSoldPriceNew,BrickLinkSoldPriceUsed,Designers,LaunchDate,ExitDate
"29056","75239","1","2019","Normal","Star Wars","Licensed","Episode V","Action Battle Hoth Generator Attack","X","75239-1","29.99","24.99","39.99","29.23","01/04/2019 00:00:00","01/05/2021 00:00:00","235","2","Box","Retail","6251716","6251715","5702016370157","673419304092","26.2","19.1","6.1","","7","","3085","1099","2","4","X","8","21.4000","12.0000","","01/04/2019 00:00:00","31/07/2020 00:00:00"
"29051","75240","1","2019","Normal","Star Wars","Licensed","Resistance","Major Vonreg's TIE Fighter","X","75240-1","69.99","64.99","89.99","68.23","01/04/2019 00:00:00","12/01/2021 00:00:00","496","4","Box","Retail","6251719","6251718","5702016370676","","38.2","26.2","7.1","","8","","6487","3035","2","4","X","14","110.8700","80.5900","","01/04/2019 00:00:00","31/12/2020 00:00:00"
"29054","75241","1","2019","Normal","Star Wars","Licensed","Episode V","Action Battle Echo Base Defense","X","75241-1","59.99","54.99","79.99","58.48","01/04/2019 00:00:00","07/12/2020 00:00:00","504","6","Box","Retail","6251721","6251720","5702016370683","","38.2","26.2","7.1","","8","","2882","1301","2","4","X","5","52.6700","28.7500","","01/04/2019 00:00:00","31/12/2020 00:00:00"
"29052","75242","1","2019","Normal","Star Wars","Licensed","Resistance","Black Ace TIE Interceptor","X","75242-1","49.99","44.99","69.99","48.73","01/04/2019 00:00:00","08/12/2020 00:00:00","396","3","Box","Retail","6251723","6251722","5702016370690","","35.4","19.1","7","","8","","4897","2351","2","4","X","4","66.1900","45.4400","César Soares,","01/04/2019 00:00:00","31/12/2020 00:00:00"
"29026","75243","1","2019","Normal","Star Wars","Licensed","Episode V","Slave I - 20th Anniversary Edition","X","75243-1","119.99","109.99","159.99","116.97","01/04/2019 00:00:00","28/11/2020 00:00:00","1007","5","Box","Retail","6251725","6251724","5702016370706","673419304139","48","37.8","7.1","","10","","15276","5049","10","5","X","35","180.1200","138.7300","","01/04/2019 00:00:00","31/12/2020 00:00:00"
"29250","75244","1","2019","Normal","Star Wars","Licensed","Miscellaneous","Tantive IV","X","75244-1","199.99","179.99","269.99","194.95","05/05/2019 00:00:00","28/11/2020 00:00:00","1768","6","Box","LEGO exclusive","6251815","6251814","5702016371109","","58.2","37.8","10.3","","12","","11890","6406","10","27","X","36","284.8000","250.4500","César Soares,","04/05/2019 00:00:00","31/12/2020 00:00:00"
"29063","75245","1","2019","Normal","Star Wars","Licensed","Seasonal","LEGO Star Wars Advent Calendar","X","75245-1","39.99","24.99","49.99","29.99","01/09/2019 00:00:00","29/11/2019 00:00:00","280","9","Box","Retail","6251914","6251913","5702016369847","","38.2","26.2","7.1","","","","8630","1517","1","5","X","5","36.6700","25.5000","Hans Burkhard Schlömer,","01/09/2019 00:00:00","31/12/2019 00:00:00"
"29346","75246","1","2019","Normal","Star Wars","Licensed","Episode IV","Death Star Cannon","X","75246-1","19.99","17.99","24.99","19.49","04/10/2019 00:00:00","10/12/2021 00:00:00","159","2","Box","Retail","6251737","6251735","5702016370720","673419304351","26.2","14.1","6.1","","7","","8750","1736","2","4","X","4","21.7200","12.9800","","04/10/2019 00:00:00","31/12/2020 00:00:00"
"28410","75247","1","2019","Normal","Star Wars","Licensed","Episode VI","Rebel A-wing Starfighter","X","75247-1","14.99","11.99","19.99","14.99","02/01/2019 00:00:00","10/01/2020 00:00:00","62","2","Box","Retail","6251690","6251689","5702016370430","673419304160","19.1","14.1","6.1","0.18","4","","3205","1438","2","4","X","3","21.9800","17.2100","Ollie Gregory,","01/01/2019 00:00:00","31/12/2019 00:00:00"
"29347","75248","1","2019","Normal","Star Wars","Licensed","Episode IX","Resistance A-wing Starfighter","X","75248-1","29.99","24.99","39.99","29.23","04/10/2019 00:00:00","27/03/2021 00:00:00","269","2","Box","Retail","6251740","6251739","5702016370737","","26.2","19.1","7.2","","7","","12873","2377","2","4","X","15","40.4000","27.4300","","04/10/2019 00:00:00","31/12/2020 00:00:00"
"29352","75249","1","2019","Normal","Star Wars","Licensed","Episode IX","Resistance Y-wing Starfighter","X","75249-1","69.99","59.99","89.99","69.99","04/10/2019 00:00:00","04/11/2021 00:00:00","578","5","Box","Retail","6251743","6251742","5702016370744","","38.2","26.2","5.7","","8","","12295","2574","2","4","X","16","68.6400","46.5700","","04/10/2019 00:00:00","31/12/2021 00:00:00"
"29353","75250","1","2019","Normal","Star Wars","Licensed","Episode IX","Pasaana Speeder Chase","X","75250-1","39.99","44.99","49.99","48.73","04/10/2019 00:00:00","22/07/2021 00:00:00","373","4","Box","Retail","6251747","6251746","5702016370751","","28.2","26.2","5.9","","8","","7066","1844","2","4","X","12","42.9100","22.5500","","04/10/2019 00:00:00","31/12/2020 00:00:00"
"28331","75251","1","2019","Normal","Star Wars","Licensed","Miscellaneous","Darth Vader's Castle","X","75251-1","129.99","119.99","149.99","129.99","02/12/2018 00:00:00","14/10/2021 00:00:00","1060","6","Box","Retail","6251804","","5702016370454","","","","","","9","","9603","5121","2","7","X","15","165.6000","135.6400","Hans Burkhard Schlömer,","",""
"28594","75252","1","2019","Normal","Star Wars","Licensed","Ultimate Collector Series","Imperial Star Destroyer","X","75252-1","699.99","614.99","849.99","699.99","01/10/2019 00:00:00","20/10/2022 00:00:00","4784","2","Box","LEGO exclusive","6251819","6251818","5702016371116","673419304245","53.3","46","38.5","12.42","16","","9503","7631","10","16","X","24","881.1400","591.6400","Henrik Andersen,","01/10/2019 00:00:00","31/12/2022 00:00:00"
"29296","75253","1","2019","Normal","Star Wars","Licensed","Boost","Droid Commander","X","75253-1","199.99","179.99","249.99","194.95","26/06/2019 00:00:00","26/02/2021 00:00:00","1177","","Box","Retail","6251933","6251932","5702016369854","","54","28.2","9.1","","8","","3072","1889","5","7","X","3","182.1600","115.0000","Carl Merriam,Jørn Thomsen,","15/07/2019 00:00:00","31/12/2020 00:00:00"
"29354","75254","1","2019","Normal","Star Wars","Licensed","The Mandalorian","AT-ST Raider","X","75254-1","49.99","49.99","69.99","59.99","04/10/2019 00:00:00","14/01/2022 00:00:00","540","4","Box","Retail","6251755","6251754","5702016370768","673419304399","26.2","38.2","7.1","","8","","20261","2778","2","4","X","31","39.8500","29.5600","Hans Burkhard Schlömer,","04/10/2019 00:00:00","31/12/2021 00:00:00"
"29355","75255","1","2019","Normal","Star Wars","Licensed","Episode III","Yoda","X","75255-1","99.99","104.99","139.99","119.99","04/10/2019 00:00:00","26/10/2022 00:00:00","1771","1","Box","Retail","6251762","6251761","5702016370775","673419304405","35.4","37.8","11.8","","10","","12394","2127","2","4","X","16","98.4400","49.8600","Niels M. Frederiksen,","04/10/2019 00:00:00","31/12/2022 00:00:00"
"29356","75256","1","2019","Normal","Star Wars","Licensed","Episode IX","Kylo Ren's Shuttle","X","75256-1","129.99","99.99","159.99","119.99","04/10/2019 00:00:00","21/11/2021 00:00:00","1005","6","Box","Retail","6251767","6251766","5702016370782","","48","37.8","9.4","","10","","11122","3860","2","10","X","18","159.3500","125.9500","Jan Neergaard Olesen,","04/10/2019 00:00:00","31/12/2021 00:00:00"
"29357","75257","1","2019","Normal","Star Wars","Licensed","Episode IX","Millennium Falcon","X","75257-1","169.99","149.99","209.99","169.99","04/10/2019 00:00:00","24/11/2024 00:00:00","1351","7","Box","Retail","6251770","6251769","5702016370799","673419304429","58.2","37.8","8.7","","9","","13547","3461","4","4","X","10","118.2900","93.0900","César Soares,","04/10/2019 00:00:00","31/12/2024 00:00:00"
"29029","75258","1","2019","Normal","Star Wars","Licensed","Episode I","Anakin's Podracer – 20th Anniversary Edition","X","75258-1","29.99","24.99","39.99","29.23","01/04/2019 00:00:00","13/01/2021 00:00:00","279","3","Box","Retail","6251729","6251728","5702016370713","673419304146","26.2","19.1","6.1","","7","","17238","3164","10","4","X","36","48.9000","37.2800","","01/04/2019 00:00:00","31/12/2020 00:00:00"
"29028","75259","1","2019","Normal","Star Wars","Licensed","Episode V","Snowspeeder – 20th Anniversary Edition","X","75259-1","39.99","34.99","49.99","39.99","01/04/2019 00:00:00","16/12/2019 00:00:00","309","4","Box","Retail","6251807","6251806","5702016370461","","35.4","19.1","5.9","","7","","13347","4084","10","4","X","21","113.3100","85.2600","Jan Neergaard Olesen,","01/04/2019 00:00:00","31/12/2019 00:00:00"
"29030","75261","1","2019","Normal","Star Wars","Licensed","Episode III","Clone Scout Walker  – 20th Anniversary Edition","X","75261-1","29.99","24.99","39.99","29.99","01/04/2019 00:00:00","15/04/2020 00:00:00","250","5","Box","Retail","6251811","6251810","5702016371086","673419304214","26.2","19.1","4.6","","","","13089","4049","10","4","X","28","70.5900","47.2500","Henrik Andersen,","01/04/2019 00:00:00","31/12/2019 00:00:00"
"29031","75262","1","2019","Normal","Star Wars","Licensed","Miscellaneous","Imperial Dropship  – 20th Anniversary Edition","X","75262-1","19.99","19.99","24.99","19.99","01/04/2019 00:00:00","11/12/2019 00:00:00","125","5","Box","Retail","6251813","6251812","5702016371093","673419304221","26.2","14.1","4.8","","","","13815","3417","10","4","X","26","40.0200","30.4700","","01/04/2019 00:00:00","31/12/2019 00:00:00"
"29582","75522","1","2019","Normal","Star Wars","Licensed","Promotional","Mini Boost Droid Commander","X","75522-1","","8.99","","","","","62","3","Polybag","LEGO exclusive","6298481","6298476","5702016687798","673419325004","20","19.5","0.9","","8","","1727","2519","2","0","X","0","44.2300","35.0000","Carl Merriam,","01/09/2019 00:00:00","31/12/2019 00:00:00"
"29293","75810","1","2019","Normal","Stranger Things","Licensed","","The Upside Down","X","75810-1","199.99","179.99","269.99","199.99","12/06/2019 00:00:00","28/01/2022 00:00:00","2287","8","Box","LEGO exclusive","6265597","6265596","5702016468953","","58.2","48","9.1","","16","","11427","3544","20","29","X","10","328.8000","246.2900","Justin Ramsden,","01/06/2019 00:00:00","31/12/2021 00:00:00"
"28469","75890","1","2019","Normal","Speed Champions","Licensed","Ferrari","Ferrari F40 Competizione","X","75890-1","14.99","12.99","19.99","14.99","02/01/2019 00:00:00","02/09/2021 00:00:00","198","1","Box","Retail","6251788","6251787","5702016370942","673419304504","19.1","14.1","6.1","0.22","","","13937","1583","2","6","X","19","19.9500","12.7400","","01/01/2019 00:00:00","31/07/2021 00:00:00"
"28468","75891","1","2019","Normal","Speed Champions","Licensed","Chevrolet","Chevrolet Camaro ZL1 Race Car","X","75891-1","14.99","12.99","19.99","14.99","02/01/2019 00:00:00","14/07/2021 00:00:00","198","1","Box","Retail","6251790","6251789","5702016370959","673419304511","19.1","14.1","6.1","0.23","","","12187","1530","2","4","X","18","20.0600","12.0100","","01/01/2019 00:00:00","31/07/2021 00:00:00"
"28467","75892","1","2019","Normal","Speed Champions","Licensed","McLaren","McLaren Senna","X","75892-1","14.99","12.99","19.99","14.99","02/01/2019 00:00:00","13/08/2021 00:00:00","219","1","Box","Retail","6251792","6251791","5702016370966","673419304528","19.1","14.1","6.1","0.25","","","15887","1637","2","4","X","25","22.4400","11.6500","","01/01/2019 00:00:00","31/07/2021 00:00:00"
"28466","75893","1","2019","Normal","Speed Champions","Licensed","Dodge","2018 Dodge Challenger SRT Demon and 1970 Dodge Charger R/T","X","75893-1","29.99","34.99","39.99","39.99","02/01/2019 00:00:00","11/07/2021 00:00:00","478","3","Box","Retail","6251794","6251793","5702016370973","673419304535","35","18.9","5.6","0.54","7","","9217","1956","4","4","X","10","45.2100","25.8100","","01/01/2019 00:00:00","31/07/2021 00:00:00"
"28465","75894","1","2019","Normal","Speed Champions","Licensed","Mini","1967 Mini Cooper S Rally and 2018 MINI John Cooper Works Buggy","X","75894-1","49.99","44.99","69.99","48.73","02/01/2019 00:00:00","18/11/2020 00:00:00","481","4","Box","Retail","6251797","6251796","5702016370980","673419304542","38.2","26.2","7.05","0.7","","","6430","2415","2","4","X","7","65.7300","45.9500","","01/01/2019 00:00:00","31/12/2020 00:00:00"
"29335","75895","1","2019","Normal","Speed Champions","Licensed","Porsche","1974 Porsche 911 Turbo 3.0","X","75895-1","14.99","12.99","19.99","14.99","12/09/2019 00:00:00","12/07/2021 00:00:00","180","1","Box","Retail","6283914","6283907","5702016595468","","19.1","14.1","6.1","","7","","15803","2115","2","4","X","28","34.8300","23.0400","","01/08/2019 00:00:00","31/07/2021 00:00:00"
"29129","75934","1","2019","Normal","Jurassic World","Licensed","Legend of Isla Nublar","Dilophosaurus on the Loose","X","75934-1","19.99","19.99","24.99","24.36","01/07/2019 00:00:00","26/02/2021 00:00:00","168","3","Box","Retail","6250527","6250526","5702016367225","","26.2","14.1","4.8","","","","3699","1212","2","4","X","0","31.8800","10.0000","Woon Tze Chee,","01/06/2019 00:00:00","31/12/2020 00:00:00"
"29130","75935","1","2019","Normal","Jurassic World","Licensed","Legend of Isla Nublar","Baryonyx Face-Off: The Treasure Hunt","X","75935-1","59.99","59.99","79.99","59.99","02/08/2019 00:00:00","30/07/2021 00:00:00","434","4","Box","Retail","6250529","6250528","5702016367232","","38.2","26.2","7.1","","7","","3528","1281","4","2","X","15","43.5000","35.9300","","01/06/2019 00:00:00","31/07/2021 00:00:00"
"28593","75936","1","2019","Normal","Jurassic World","Licensed","Jurassic Park","Jurassic Park: T. rex Rampage","X","75936-1","249.99","219.99","299.99","249.99","01/07/2019 00:00:00","21/10/2021 00:00:00","3120","6","Box","LEGO exclusive","6250531","6250530","5702016367249","673419301565","58.2","48","12.4","4.65","16","","5658","3150","12","31","X","20","308.4200","244.2200","Mark Stafford,","01/07/2019 00:00:00","31/12/2021 00:00:00"
"29131","75937","1","2019","Normal","Jurassic World","Licensed","Legend of Isla Nublar","Triceratops Rampage","X","75937-1","59.99","54.99","79.99","58.48","02/08/2019 00:00:00","23/11/2020 00:00:00","447","4","Box","Retail","6278184","6278182","5702016542691","","38.2","26.2","9.4","","7","","2880","1398","2","4","X","3","66.3800","71.5700","","01/06/2019 00:00:00","31/12/2020 00:00:00"
"29132","75938","1","2019","Normal","Jurassic World","Licensed","Legend of Isla Nublar","T. rex vs Dino-Mech Battle","X","75938-1","89.99","79.99","119.99","87.72","02/08/2019 00:00:00","07/01/2021 00:00:00","716","4","Box","Retail","6278191","6278190","5702016542707","","54","28.2","7.9","","8","","1961","1421","4","4","X","0","144.2500","84.3200","","01/06/2019 00:00:00","31/12/2020 00:00:00"
"29276","75945","1","2019","Normal","Harry Potter","Licensed","Prisoner of Azkaban","Expecto Patronum","X","75945-1","19.99","19.99","24.99","19.49","01/07/2019 00:00:00","10/01/2021 00:00:00","121","4","Box","Retail","6251010","6251009","5702016368468","","26.2","14.1","4.8","","7","","15780","2262","2","4","X","36","25.9500","17.5300","","01/06/2019 00:00:00","31/12/2020 00:00:00"
"29277","75946","1","2019","Normal","Harry Potter","Licensed","Goblet of Fire","Hungarian Horntail Triwizard Challenge","X","75946-1","29.99","29.99","39.99","34.11","01/07/2019 00:00:00","26/11/2020 00:00:00","265","4","Box","Retail","6251014","6251013","5702016368673","","35.4","19.1","5.9","","","","10344","2318","2","3","X","7","44.8300","30.3200","","01/06/2019 00:00:00","31/12/2020 00:00:00"
"29278","75947","1","2019","Normal","Harry Potter","Licensed","Prisoner of Azkaban","Hagrid's Hut: Buckbeak's Rescue","X","75947-1","59.99","49.99","79.99","59.99","01/07/2019 00:00:00","12/11/2021 00:00:00","496","6","Box","Retail","6251016","6251015","5702016368680","","38.2","26.2","5.7","","","","16222","2903","2","4","X","18","66.8000","39.7200","","01/06/2019 00:00:00","31/12/2021 00:00:00"
"29279","75948","1","2019","Normal","Harry Potter","Licensed","Goblet of Fire","Hogwarts Clock Tower","X","75948-1","89.99","89.99","119.99","99.99","01/07/2019 00:00:00","01/12/2022 00:00:00","922","8","Box","Retail","6251024","6251023","5702016368697","","35.4","37.8","9.4","","","","16366","2715","2","4","X","9","67.7400","54.7100","Woon Tze Chee,","01/06/2019 00:00:00","31/12/2022 00:00:00"
"29280","75957","1","2019","Normal","Harry Potter","Licensed","Prisoner of Azkaban","The Knight Bus","X","75957-1","39.99","34.99","49.99","39.99","01/07/2019 00:00:00","15/01/2022 00:00:00","403","3","Box","Retail","6278193","6278192","5702016542714","","28.2","26.2","7.6","","8","","16575","2597","2","4","X","18","53.1200","26.0500","","01/06/2019 00:00:00","31/12/2021 00:00:00"
"29299","75958","1","2019","Normal","Harry Potter","Licensed","Goblet of Fire","Beauxbatons' Carriage: Arrival at Hogwarts ","X","75958-1","49.99","44.99","64.99","48.73","02/08/2019 00:00:00","07/01/2021 00:00:00","430","4","Box","Retail","6283911","6283906","5702016604122","673419315111","38.2","26.2","5.7","","8","","9483","2932","2","5","X","0","60.9900","48.6300","","01/08/2019 00:00:00","31/12/2020 00:00:00"
"29286","75964","1","2019","Normal","Harry Potter","Licensed","Seasonal","LEGO Harry Potter Advent Calendar","X","75964-1","39.99","24.99","49.99","24.99","01/09/2019 00:00:00","02/12/2019 00:00:00","305","8","Box","Retail","6283900","6283896","5702016604108","","38.2","26.2","7.1","","7","","10157","1583","1","6","X","5","34.5000","19.1300","","01/09/2019 00:00:00","31/12/2019 00:00:00"
"29300","75965","1","2019","Normal","Harry Potter","Licensed","Goblet of Fire","The Rise of Voldemort","X","75965-1","19.99","19.99","24.99","19.49","02/08/2019 00:00:00","09/01/2021 00:00:00","184","6","Box","Retail","6283918","6283917","5702016604139","","26.2","19.1","4.6","","7","","13968","2298","2","4","X","40","30.9000","21.9500","","01/08/2019 00:00:00","31/12/2020 00:00:00"
"28370","75970","1","2019","Normal","Overwatch","Licensed","","Tracer vs. Widowmaker","X","75970-1","14.99","12.99","19.99","14.99","03/01/2019 00:00:00","08/01/2020 00:00:00","129","2","Box","Retail","6250947","6250946","5702016368475","673419302708","15.7","14.1","6.1","0.19","8","","4962","841","2","5","X","12","21.0300","16.5600","Mark Stafford,","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28371","75971","1","2019","Normal","Overwatch","Licensed","","Hanzo vs. Genji","X","75971-1","19.99","24.99","24.99","24.36","03/01/2019 00:00:00","08/01/2020 00:00:00","197","3","Box","Retail","6250950","6250949","5702016368482","673419302715","26.2","19.1","4.6","0.3","8","","3973","938","2","5","X","3","30.9100","25.5200","","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28372","75972","1","2019","Normal","Overwatch","Licensed","","Dorado Showdown","X","75972-1","29.99","29.99","39.99","29.99","03/01/2019 00:00:00","08/01/2020 00:00:00","419","3","Box","Retail","6250953","6250951","5702016368499","673419302722","22.2","26.2","7.6","0.6","8","","4170","1027","4","5","X","20","37.3800","27.7400","","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28373","75973","1","2019","Normal","Overwatch","Licensed","","D.Va & Reinhardt","X","75973-1","39.99","34.99","49.99","39.99","03/01/2019 00:00:00","01/03/2024 00:00:00","455","2","Box","Retail","6250956","6250955","5702016368505","673419302739","28.2","26.2","5.9","0.59","10","","4869","1243","4","5","X","15","105.5900","81.2100","Woon Tze Chee,","01/01/2019 00:00:00","31/07/2020 00:00:00"
"28374","75974","1","2019","Normal","Overwatch","Licensed","","Bastion","X","75974-1","49.99","54.99","69.99","58.48","03/01/2019 00:00:00","01/03/2024 00:00:00","602","","Box","Retail","6250958","6250957","5702016368512","673419302746","38.2","26.2","5.65","0.77","10","","3255","1182","2","8","X","0","95.0000","62.0700","","01/01/2019 00:00:00","31/07/2020 00:00:00"
"28375","75975","1","2019","Normal","Overwatch","Licensed","","Watchpoint: Gibraltar","X","75975-1","89.99","79.99","119.99","87.72","03/01/2019 00:00:00","01/03/2024 00:00:00","730","4","Box","Retail","6250960","6250959","5702016368529","673419302753","35.4","37.8","9.4","1.39","9","","3135","1103","4","5","X","5","88.4900","64.5300","Mark Stafford,","01/01/2019 00:00:00","31/07/2020 00:00:00"
"29046","75976","1","2019","Normal","Overwatch","Licensed","","Wrecking Ball","X","75976-1","19.99","17.99","24.99","19.49","02/10/2019 00:00:00","01/03/2024 00:00:00","227","1","Box","Retail","6280064","6280063","5702016553031","673419313704","26.2","19.1","6.1","","9","","4061","1147","2","8","X","10","38.8200","33.7000","Woon Tze Chee,","01/10/2019 00:00:00","31/12/2020 00:00:00"
"29047","75977","1","2019","Normal","Overwatch","Licensed","","Junkrat & Roadhog","X","75977-1","49.99","44.99","49.99","48.73","02/10/2019 00:00:00","01/03/2024 00:00:00","380","2","Box","Retail","6280066","6280065","5702016553048","673419313711","28.2","26.2","7.6","","10","","2841","1186","4","9","X","0","68.1000","53.7500","Woon Tze Chee,","01/10/2019 00:00:00","31/12/2020 00:00:00"
"28340","76113","1","2019","Normal","Marvel Super Heroes","Licensed","Spider-Man","Spider-Man Bike Rescue","X","76113-1","19.99","19.99","24.99","24.36","25/11/2018 00:00:00","18/11/2020 00:00:00","235","3","Box","Retail","6251072","","5702016368666","673419302890","26.2","19.1","6.1","0.34","","","4213","1266","4","5","X","26","46.0100","18.2900","","",""
"28363","76114","1","2019","Normal","Marvel Super Heroes","Licensed","Spider-Man","Spider-Man's Spider Crawler","X","76114-1","39.99","34.99","49.99","38.98","25/11/2018 00:00:00","23/10/2020 00:00:00","418","4","Box","Retail","6251075","","5702016368871","673419302906","28.2","26.2","5.9","0.5","","","3866","1573","2","5","X","7","96.5800","72.4100","Bjarke Lykke Madsen,","",""
"28227","76115","1","2019","Normal","Marvel Super Heroes","Licensed","Spider-Man","Spider Mech vs. Venom","X","76115-1","49.99","44.99","59.99","48.73","25/11/2018 00:00:00","25/11/2020 00:00:00","604","4","Box","Retail","6251077","","5702016368888","673419302913","38.2","26.2","7.05","0.78","8","","3524","1622","2","5","X","13","108.6200","49.0600","Chris Perron,","",""
"28525","76116","1","2019","Normal","DC Comics Super Heroes","Licensed","Batman","Batman Batsub and the Underwater Clash","X","76116-1","19.99","19.99","24.99","24.99","02/01/2019 00:00:00","16/01/2020 00:00:00","174","3","Box","Retail","6251079","6251078","5702016368895","673419302920","26.2","19.1","6.1","0.32","7","","3046","1196","2","4","X","12","38.3500","23.1200","","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28148","76117","1","2019","Normal","DC Comics Super Heroes","Licensed","Batman","Batman Mech vs. Poison Ivy Mech ","X","76117-1","39.99","34.99","49.99","39.99","02/01/2019 00:00:00","24/01/2020 00:00:00","375","4","Box","Retail","6251452","6251081","5702016368901","673419302777","28.2","26.2","5.9","0.55","","","2362","1441","2","4","X","10","70.6100","46.2300","Junya Suzuki,","01/01/2019 00:00:00","31/12/2019 00:00:00"
"29058","76118","1","2019","Normal","DC Comics Super Heroes","Licensed","Batman","Mr. Freeze Batcycle Battle","X","76118-1","19.99","19.99","24.99","24.36","01/07/2019 00:00:00","21/07/2020 00:00:00","200","3","Box","Retail","6251454","6251453","5702016369120","","25.9","18.9","6","0.298","6","","3029","1262","2","4","X","5","37.3700","17.0000","Junya Suzuki,","01/06/2019 00:00:00","31/12/2020 00:00:00"
"29057","76119","1","2019","Normal","DC Comics Super Heroes","Licensed","Batman","Batmobile: Pursuit of The Joker","X","76119-1","29.99","24.99","39.99","29.23","02/08/2019 00:00:00","21/01/2021 00:00:00","342","2","Box","Retail","6251456","6251455","5702016369137","","35.4","19.1","7","","","","7825","1808","2","3","X","22","52.6000","28.2500","Adam Grabowski,","01/06/2019 00:00:00","31/12/2020 00:00:00"
"29060","76120","1","2019","Normal","DC Comics Super Heroes","Licensed","Batman","Batwing and The Riddler Heist","X","76120-1","49.99","49.99","69.99","48.73","02/08/2019 00:00:00","26/02/2021 00:00:00","489","4","Box","Retail","6251469","6251457","5702016369144","","38.2","26.2","7.1","","","","3082","1534","2","3","X","5","80.9500","76.1900","Adam Grabowski,","01/06/2019 00:00:00","31/12/2020 00:00:00"
"29059","76122","1","2019","Normal","DC Comics Super Heroes","Licensed","Batman","Batcave Clayface Invasion","X","76122-1","99.99","94.99","139.99","97.47","02/08/2019 00:00:00","08/12/2020 00:00:00","1038","6","Box","Retail","6251473","6251472","5702016369045","","48","37.8","7.1","","","","2211","1598","2","4","X","10","134.2700","105.1800","Bjarke Lykke Madsen,Chris Perron,","01/06/2019 00:00:00","31/12/2020 00:00:00"
"28365","76123","1","2019","Normal","Marvel Super Heroes","Licensed","Avengers: Endgame","Captain America: Outriders Attack","X","76123-1","19.99","19.99","24.99","24.36","01/04/2019 00:00:00","06/12/2020 00:00:00","167","4","Box","Retail","6251477","6251475","5702016369052","","26.2","19.1","4.6","","","","6480","1145","2","4","X","9","25.9100","11.1200","Junya Suzuki,","01/04/2019 00:00:00","31/12/2020 00:00:00"
"28366","76124","1","2019","Normal","Marvel Super Heroes","Licensed","Avengers: Endgame","War Machine Buster","X","76124-1","34.99","29.99","49.99","34.11","01/04/2019 00:00:00","10/01/2021 00:00:00","362","4","Box","Retail","6251481","6251479","5702016369069","","22.2","26.2","6.2","","7","","8351","1592","2","4","X","4","51.1600","28.3500","Junya Suzuki,","01/04/2019 00:00:00","31/12/2020 00:00:00"
"28367","76125","1","2019","Normal","Marvel Super Heroes","Licensed","Avengers: Endgame","Iron Man Hall of Armor","X","76125-1","59.99","54.99","79.99","59.99","01/04/2019 00:00:00","10/08/2021 00:00:00","524","6","Box","Retail","6251485","6251483","5702016369670","","38.2","26.2","7.1","","7","","12929","2365","4","4","X","13","55.5300","42.8000","","01/04/2019 00:00:00","31/12/2021 00:00:00"
"28368","76126","1","2019","Normal","Marvel Super Heroes","Licensed","Avengers: Endgame","Avengers Ultimate Quinjet","X","76126-1","79.99","74.99","99.99","77.97","01/04/2019 00:00:00","10/01/2021 00:00:00","838","6","Box","Retail","6251490","6251489","5702016369687","","54","28.2","7.9","","8","","6897","2086","2","5","X","14","90.3700","51.7900","Chris Perron,","01/04/2019 00:00:00","31/12/2020 00:00:00"
"28556","76127","1","2019","Normal","Marvel Super Heroes","Licensed","Captain Marvel","Captain Marvel and The Skrull Attack","X","76127-1","29.99","24.99","39.99","29.23","02/01/2019 00:00:00","09/10/2020 00:00:00","307","3","Box","Retail","6251506","6251493","5702016369694","","35.4","19.1","5.9","","7","","5999","1660","2","6","X","21","39.8800","21.9800","Adam Grabowski,","01/01/2019 00:00:00","31/12/2020 00:00:00"
"28985","76128","1","2019","Normal","Marvel Super Heroes","Licensed","Spider-Man: Far From Home","Molten Man Battle","X","76128-1","29.99","24.99","39.99","29.23","22/04/2019 00:00:00","14/11/2020 00:00:00","294","3","Box","Retail","6251521","6251519","5702016369700","","22.2","26.2","6.2","","","","6091","1607","2","4","X","27","51.8000","26.9500","Junya Suzuki,","22/04/2019 00:00:00","31/12/2020 00:00:00"
"28986","76129","1","2019","Normal","Marvel Super Heroes","Licensed","Spider-Man: Far From Home","Hydro-Man Attack","X","76129-1","39.99","34.99","49.99","39.99","22/04/2019 00:00:00","13/02/2020 00:00:00","471","4","Box","Retail","6251523","6251522","5702016369717","","28.2","26.2","7.6","","","","5666","1710","2","4","X","17","42.2200","24.0000","Chris Perron,","22/04/2019 00:00:00","31/12/2019 00:00:00"
"28987","76130","1","2019","Normal","Marvel Super Heroes","Licensed","Spider-Man: Far From Home","Stark Jet and the Drone Attack","X","76130-1","69.99","54.99","89.99","58.48","22/04/2019 00:00:00","17/11/2020 00:00:00","504","4","Box","Retail","6251525","6251524","5702016369724","","38.2","26.2","7.1","","","","3949","1766","2","4","X","0","72.7100","46.4700","Bjarke Lykke Madsen,","22/04/2019 00:00:00","31/12/2020 00:00:00"
